id,exercise_name,videoURL,steps,Category,Difficulty,Force,Grips,target,youtubeURL,details,Aka
46,Barbell Pronated Pendlay Row,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pronated-pendlay-row-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pronated-pendlay-row-side.mp4#t=0.1']","['Start hinged forward with a flat back and the plates resting on the floor. Make sure your elbows are fully extended.', 'Pull the bar to your sternum.', 'Return the plates back to the floor and let the bar come to a full dead stop.', 'Then initiate the next rep.']",Barbell,Advanced,Pull,Overhand,"{'Primary': ['Lats'], 'Secondary': ['Biceps'], 'Tertiary': ['Lower back']}",,,
47,Barbell Pronated Row,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pronated-row-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pronated-row-side.mp4#t=0.1']","['Grab the barbell with an overhand grip. Hinge forward while keeping your back flat until your torso is about parallel with the ground.', 'Let your arms hang freely.', 'Pull the bar to your torso while tucking your elbows in slightly.', 'Extend your elbows fully before initiating the next rep.']",Barbell,Beginner,Pull,Overhand,"{'Primary': ['Lats'], 'Secondary': ['Biceps'], 'Tertiary': ['Forearms']}",,,
48,Barbell Supinated Pendlay Row,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-supinated-pendlay-row-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-supinated-pendlay-row-side.mp4#t=0.1']","['Begin by standing in front of a barbell with your feet about hip-width apart and your palms facing towards your body.', 'Bend at the hips and knees to grab the barbell with a pronated (overhand) grip, positioning the barbell about an inch away from your shins.', 'Keeping your back straight and your core engaged, use your back muscles to lift the barbell straight up towards your chest.', 'As the barbell reaches your chest, rotate your wrists so that your palms are facing towards your body (supinated grip), and then lower the barbell back to the starting position.']",Barbell,Advanced,Pull,Underhand,"{'Primary': ['Lats'], 'Secondary': ['Biceps'], 'Tertiary': ['Lower back']}",,,
49,Barbell Supinated Row,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-supinated-row-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-supinated-row-side.mp4#t=0.1']","['Begin by standing in front of a barbell with your feet about hip-width apart.', 'Bend at the hips and knees to grab the barbell with a supinated (underhand) grip, positioning the barbell about an inch away from your shins.', 'Keeping your back straight and your core engaged, use your back muscles to lift the barbell straight up towards your chest.', 'As the barbell reaches your chest, pause briefly, and then lower the barbell back to the starting position.']",Barbell,Advanced,Pull,Underhand,"{'Primary': ['Lats', 'Lower back'], 'Secondary': ['Biceps']}",,,
50,Dumbbell Alternating Pendlay Row,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-alternating-pendlay-row-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-alternating-pendlay-row-side.mp4#t=0.1']","['The dumbbells should be set on the ground. Hinge forward while keeping a flat back.', 'Pull one elbow back toward the ceiling and then return the dumbbell to the ground softly.', 'Then pull with the other arm.']",Dumbbells,Advanced,Pull,Neutral,"{'Primary': ['Lats'], 'Secondary': ['Biceps']}",,,
51,Dumbbell Kneeling Single Arm Row,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-kneeling-single-arm-row-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-kneeling-single-arm-row-side.mp4#t=0.1']","['Place one hand and one knee on a bench. Make sure you keep a flat back.', 'Pull the dumbbell toward the ceiling.', 'Make sure to avoid any jerking or rotating.']",Dumbbells,Beginner,Pull,Neutral,"{'Primary': ['Lats'], 'Secondary': ['Biceps']}",,,
52,Dumbbell Laying Incline Row,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-laying-incline-row-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-laying-incline-row-side.mp4#t=0.1']","['Lay on an incline bench that is between 30-45 degrees high.', 'Let your arms hang freely. Pull your elbows straight back toward the ceiling.']",Dumbbells,Beginner,Pull,Neutral,"{'Primary': ['Lats'], 'Secondary': ['Biceps']}",,,
53,Dumbbell Pendlay Row,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-pendlay-row-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-pendlay-row-side.mp4#t=0.1']","['The dumbbells should be placed on the floor.', 'Hinge forward with a flat back and grab the dumbbells.', 'Pull both dumbbells back and your elbows toward the ceiling.', 'Return the dumbbells back to the floor softly on each rep.']",Dumbbells,Intermediate,Pull,Neutral,"{'Primary': ['Lats'], 'Secondary': ['Biceps']}",,,
54,Dumbbell Single Arm Row,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-single-arm-row-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-single-arm-row-side.mp4#t=0.1']","['Make sure to keep your elbow close to your body and your core engaged throughout the movement.', 'Start by standing in front of a flat bench with your feet shoulder-width apart and holding a dumbbell in one hand.', 'Place your other hand on the bench for support, and bend at the waist so that your chest is parallel to the ground.', 'From this starting position, row the dumbbell up towards your chest, squeezing your shoulder blade together as you do so.']",Dumbbells,Beginner,Pull,Neutral,"{'Primary': ['Lats'], 'Secondary': ['Biceps']}",,,
55,Dumbbell Single Arm Row Knee,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-single-arm-row-knee-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-single-arm-row-knee-side.mp4#t=0.1']","['Start by placing your elbow on one knee.', 'Hold a dumbbell in your other hand, with your palm facing inwards towards your body.', 'From this starting position, row the dumbbell up towards your chest, keeping your elbow close to your body and your core engaged.']",Dumbbells,Beginner,Pull,Neutral,"{'Primary': ['Lats'], 'Secondary': ['Biceps']}",,,
56,Plate Pinch Grip Row,"['https://media.musclewiki.com/media/uploads/videos/branded/male-plate-pinch-grip-row-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-plate-pinch-grip-row-side.mp4#t=0.1']","['Make sure to keep your elbow close to your body and your core engaged throughout the movement.', 'Bend forward at your hips while maintaining a flat back.', 'Pull the plate toward your upper abdomen.', 'Lower the weight in a controlled manner and repeat.']",Plate,Intermediate,Pull,Pinch Grip,"{'Primary': ['Forearms'], 'Secondary': ['Lats'], 'Tertiary': ['Biceps']}",,,
57,Lawnmower Row,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-bench-lawnmower-row-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-bench-lawnmower-row-side.mp4#t=0.1']","['Stand with feet staggered and one hand on a bench/box. Hold a dumbbell in the opposing hand.', 'Hinge forward at the hips, keeping the back flat, and eyes facing forward. The weight should hang directly below the shoulders.', 'Start with an overhand grip, as you pull rotate the dumbbell. When your upper arm reaches your side your palm should be facing forward.']",Dumbbells,Intermediate,Pull,Rotating,"{'Primary': ['Lats'], 'Secondary': ['Biceps']}",,,
58,Dumbbell Knee Lawnmower Row,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-knee-lawnmower-row-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-knee-lawnmower-row-side.mp4#t=0.1']","['Stand with feet staggered and one hand on your knee. Hold a dumbbell in the opposing hand.', 'Hinge forward at the hips, keeping the back flat, and eyes facing forward. The weight should hang directly below the shoulders.', 'Start with an overhand grip, as you pull rotate the dumbbell. When your upper arm reaches your side your palm should be facing forward.']",Dumbbells,Intermediate,Pull,Rotating,"{'Primary': ['Lats'], 'Secondary': ['Biceps']}",,,
59,Dumbbell Supinated Row,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-supinated-row-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-supinated-row-side.mp4#t=0.1']","['Grab both dumbbells and hinge forward at the hips. Make sure you keep a flat back.', ""The closer your torso is to parallel with the ground the longer the range of motion will be at your shoulder. The better the results you'll get from the exercise."", 'Let your arms hang freely, maintain an underhand grip, and then pull your elbow joint straight back toward the ceiling.']",Dumbbells,Beginner,Pull,Underhand,"{'Primary': ['Lats'], 'Secondary': ['Biceps']}",,,
60,TRX Rotating Row,"['https://media.musclewiki.com/media/uploads/videos/branded/male-trx-rotating-row-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-trx-rotating-row-side.mp4#t=0.1']","['Grab the TRX straps and lean away from the anchor point until the strap is taut.', 'Start with an overhand grip. Pull your elbows back and rotate your grip.', 'By the time your elbows reach your side, your palms should be facing upwards.']",TRX,Beginner,Pull,Rotating,"{'Primary': ['Lats'], 'Secondary': ['Biceps']}",,,
61,Corpe Pose,"['https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-core-pose-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-core-pose-side.mp4#t=0.1']","['Lie down on your back with your legs straight and arms at your sides.', 'Close your eyes and take deep breaths in through your nose and out through your mouth.', 'Allow your body to completely relax and let go of any tension.', 'Hold for several minutes and then slowly come back up to a seated position.']",Yoga,Beginner,Hold,,{'Primary': ['Biceps']},,,Savasana
62,Crow Pose,"['https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-crow-pose-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-crow-pose-side.mp4#t=0.1']","['Begin in a squatting position with your feet together and your knees apart.', 'Place your hands on the floor in front of you, shoulder-width apart. Keep your arms straight and engage your core.', 'Slowly shift your weight forward and lift your feet off the ground, coming onto your tiptoes.', 'Bend your elbows and lean your weight onto your hands, shifting your knees towards your upper arms.', 'Gently lift one foot off the ground, and then the other, balancing on your hands. Hold the pose for a few breaths before releasing back to the ground.']",Yoga,Advanced,Hold,,"{'Primary': ['Biceps'], 'Secondary': ['Shoulders']}",,,
63,Downward Dog,"['https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-downward-dog-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-downward-dog-side.mp4#t=0.1']","['Begin on your hands and knees with your hands shoulder-width apart and your knees hip-width apart.', 'Spread your fingers wide and press down into your palms, making sure that your fingers are evenly spaced and facing forward.', 'Tuck your toes under and lift your knees off the ground, straightening your legs as much as possible.', 'Press your hips up and back, bringing your body into an inverted ""V"" shape.', 'Keep your arms straight and your shoulder blades spread apart, and try to press your heels down towards the ground.', 'Hold the pose for several breaths, then release and return to your starting position.']",Yoga,Beginner,Hold,,"{'Primary': ['Biceps'], 'Secondary': ['Hamstrings']}",,,Adho Mukha Svanasana
64,Downward Dog With Fingers Facing Feet,"['https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-downward-dog-with-fingers-facing-feet-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-downward-dog-with-fingers-facing-feet-side.mp4#t=0.1']","['Begin in the same starting position as the previous exercise, with your hands and knees on the ground.', 'Spread your fingers wide and turn your hands so that your fingers are facing towards your feet.', 'Tuck your toes under and lift your knees off the ground, straightening your legs as much as possible.', 'Press your hips up and back, bringing your body into an inverted ""V"" shape.', 'Keep your arms straight and your shoulder blades spread apart, and try to press your heels down towards the ground.', 'Hold the pose for several breaths, then release and return to your starting position.']",Yoga,Beginner,Hold,,"{'Primary': ['Biceps'], 'Secondary': ['Forearms'], 'Tertiary': ['Hamstrings']}",,,Adho Mukha Svanasana Variation
